"id","url","name","posted_date","amenities","price","price_per_sq_ft","currency","description","seo_description","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark","location","owner_name","company_name","carpet_area","land_area_unit","balconies","bathrooms","facing","floors","city_name","bedrooms","address","covered_area","carp_area_unit","cov_area_unit","operating_since","image_url"
"74121265","4100-Sq-ft-Warehouse-Godown-FOR-Sale-Shivaji-Nagar-in-Bangalore&id=4d423734313231323635"," Warehouse/ Godown for Resale in Shivaji Nagar","2025-08-29T17:35:02.000Z","Visitor Parking","49900000","12171","₹","An expansive Residential Space is available for sale in the prime location of Shivaji Nagar, Bangalore. Spanning a super area of 2050 sqft, this property is thoughtfully designed with ground and 1st floor levels. The House features an open hall along with 4 to 5 rooms, making it highly versatile for various storage needs. With 5 washrooms and robust RCC roofing. The flooring is a combination of cement on the ground floor and tiles on the 1st floor, offering durability and functionality.The ceiling height is generous, with 12 feet on the ground floor and 10 to 11 feet on the 1st floor, facilitating easy movement and storage of goods. Covered parking, 24-hour water supply, enhancing the convenience and safety of the premises. Located behind Narayan Pillai Street, the residential space is in close proximity to essential amenities. Hospitals are just 200 meters away, malls and supermarkets are within 100 meters, and banksATMs are 100 to 200 meters away. Public transport options, including buses and autos, are easily accessible, and the railway and metro stations are only 500 meters away.This residential space in Shivaji Nagar is an ideal investment for businesses seeking a well-located, functional, and secure space to support their operational needs in Bangalore. Its available with in 2.50 Cr.","The warehouse space is accompanied by essential facilities like visitor parking. For further details on this warehouse for sale, the address is Shivaji Nagar, Bangalore - Central, Karnataka. metro hospital is just adjacent to this warehouse.",,"19202|Zee Learn","19203|Bowring And Lady Curzon Hospital","19203|H B S Hospital","19210|Cubbon Park Metro Station","19210|Cubbon Park Metro Station",,,,"Metro Hospital","12.9833,77.6036","Ameen",,,"12850",,,,"1","Bangalore",,"Bangalore, Karnataka","4100",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Aug/10/Photo_h180_w240/74121265_2_-2-_180_240.jpeg"
"68065143","Warehouse-Godown-FOR-Sale-Magadi-Main-Road-in-Bangalore&id=4d423638303635313433"," Warehouse/ Godown for Resale in Magadi Main Road","2025-09-08T17:35:02.000Z",,"17200000",,"₹","  Warehouse/ Godown is available for Sale in Magadi Main Road, Bangalore ","For further details on this warehouse for sale, the address is Magadi Main Road, Bangalore - West, Karnataka.",,"19202|Brite College Of Nursing And Avk Group Of Institution","19202|Acharya s Bangalore Business School",,,,,,,,"12.96986775,77.4120635","ritik kochar",,,,,,,"1","Bangalore",,"Bangalore, Karnataka",,,,,
"23687729","75000-Sq-ft-Warehouse-Godown-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423233363837373239"," Warehouse/ Godown for Resale in Sarjapur Road","2025-09-07T17:35:01.000Z",,"75000000","1000","₹"," In the locality of Sarjapur Road, a Warehouse/ Godown is available for Sale with all the facility and good connectivity. Suitable for any business/offices. This space is available at a very reasonable price. Take advantage of the offer and contact now to get the best deal. ","The following address can be used to learn more about this warehouse for sale: Sarjapur Road, Bangalore - South, Karnataka.",,"19202|St Jeromes PU and Degree College","19202|St.Johns Medical College","19203|Columbia Asia Hospital Sarjapur Road",,,,,,,"12.91235,77.680996","jatin george",,,,,,,,"Bangalore",,"Bangalore, Karnataka",,,"12800",,
"63679029","Warehouse-Godown-FOR-Sale-Kachohalli-in-Bangalore&id=4d423633363739303239"," Warehouse/ Godown for Resale in Kachohalli","2025-08-24T17:35:01.000Z",,"13000000",,"₹","It is very closely located to magadi main road and Nice road","Taking Possesion of this warehouse will cost you Rs 1000000. For further details on this godown for sale, the address is Kachohalli, Bangalore - West, Karnataka. The warehouse shares proximity with famous landmarks like, near vani public school, magadi main road.",,,,,,,,,,"Near Vani public school, magadi main road","13.00101189,77.47065196","Pranay Kumar",,,,,,"East","1","Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Oct/21/Photo_h180_w240/63679029_1_PropertyImage306-1507480830381_180_240.jpg"
"77732061","7000-Sq-ft-Warehouse-Godown-FOR-Sale-Anjanapura-Main-Road-in-Bangalore&id=4d423737373332303631"," Warehouse/ Godown for Resale in Anjanapura Main Road","2025-08-14T17:35:02.000Z",,"85000000","12143","₹","4000 Sq-ft Warehouse/ Godown is available for Sale in Anjanapura Main Road, Bangalore ","For further details on this warehouse for sale, the address is Anjanapura Main Road, Bangalore - South, Karnataka.",,,,,,,,,,,"12.8743744,77.56666301","Aarash",,,"12850",,,,"2","Bangalore",,"Bangalore, Karnataka","7000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Feb/12/Photo_h180_w240/77732061_1_hatsAppImage20250207at16.43.12_180_240.jpeg"
"70385845","500000-Sq-ft-Warehouse-Godown-FOR-Sale-Laxmipura-in-Bangalore&id=4d423730333835383435"," Warehouse/ Godown for Resale in Laxmipura","2025-08-10T17:35:02.000Z",,"12000000","24","₹","  Warehouse/ Godown is available for Sale in Laxmipura, Bangalore ","For further details on this warehouse space for sale, the address is Laxmipura, Bangalore - South, Karnataka.",,"19202|SVKM NMIMS Bangalore",,,,,,,,,"12.81814801,77.59348347","Ramesh",,,,,,,,"Bangalore",,"Bangalore, Karnataka",,,"12800",,
"68478937","8500-Sq-ft-Warehouse-Godown-FOR-Sale-Mysore-Road-in-Bangalore&id=4d423638343738393337"," Warehouse/ Godown for Resale in Mysore Road","2025-08-06T17:35:01.000Z",,"11500000","1353","₹","  Warehouse/ Godown is available for Sale in Mysore Road, Bangalore ","Once can view this warehouse on sale at the following address: Mysore Road, Bangalore - South, Karnataka.",,"19202|Christ University Kengeri Campus","19202|Mandya Institute Of Medical Sciences","19210|Bangalore University Metro Station",,,,,,,"12.90917257,77.47885648","Mohan Kumar",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","8500",,"12800",,
"66195409","1300-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423636313935343039"," Warehouse/ Godown for Resale in ","2025-08-23T21:31:41.000Z",,,,"₹","  Warehouse/ Godown is available for Sale in , Bangalore ","The following address Bangalore, Karnataka, is where you may view the warehouse space for sale.",,,,,,,,,,,,"BS Koshthi",,,,,,,,"Bangalore",,"Bangalore, Karnataka","1300",,"12800",,
"77977671","664-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423737393737363731"," Warehouse/ Godown for Resale in ","2025-08-16T17:35:02.000Z",,"66400000","100000","₹","  Warehouse/ Godown is available for Sale in , Bangalore for 6.6 Crore(s)","Check out this warehouse available for sale in 284/3 old tharagpet which is spread over a super area of 664 square feet at an affordable price of ₹6.64 Cr. For further details on this warehouse space for sale, the address is Bangalore, Karnataka.",,,,,,,,,,,,"Latha Latha",,,,,,,"4","Bangalore",,"Bangalore, Karnataka","664",,"12800",,
"71390303","3025-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423731333930333033"," Warehouse/ Godown for Resale in ","2025-08-16T17:35:02.000Z",,"26500000","8760","₹","  Warehouse/ Godown is available for Sale in , Bangalore for 2.6 Crore(s)","Located in a prime area of Peenya 2nd Stage, Bangalore, this warehouse has access to all social nearby amenities. It is spread over a super area of 3025 square feet and comes at a sale price of ₹2.65 Cr. For further details on this warehouse for sale, the address is Bangalore, Karnataka.",,,,,,,,,,,,"Ananth Bhardwaj",,,,,,,"2","Bangalore",,"Bangalore, Karnataka","3025",,"12800",,
"66622491","1000-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423636363232343931"," Warehouse/ Godown for Resale in ","2025-08-18T17:35:02.000Z",,"11000000","11000","₹","  Warehouse/ Godown is available for Sale in , Bangalore for 1.1 Crore(s)","This warehouse is available for sale in Magadi Road, Bangalore is spread across a super area of 1000 square feet, and is priced at a reasonable rate of ₹1.10 Cr. Once can view this warehouse on sale at the following address: Bangalore, Karnataka.",,,,,,,,,,,,"geetha chandrashekar",,,,,,,"2","Bangalore",,"Bangalore, Karnataka","1000",,"12800",,
"70113799","2000-Sq-ft-Warehouse-Godown-FOR-Sale-in-Bangalore&id=4d423730313133373939"," Warehouse/ Godown for Resale in ","2025-07-23T17:35:01.000Z",,"30000000","15000","₹","  Warehouse/ Godown is available for Sale in , Bangalore for 3.0 Crore(s)","This well built warehouse in Mariyannapalya, metro station rajajinagar is available for sale, and has a super area of 2000 square feet. The warehouse is available at an affordable price of ₹3 Cr. For further details on this warehouse space for sale, the address is Bangalore, Karnataka.",,,,,,,,,,,,"Sathish Kumar",,,,,,,"1","Bangalore",,"Bangalore, Karnataka","2000",,"12800",,
"76169465","1600-Sq-ft-Warehouse-Godown-FOR-Sale-RPC-Layout-in-Bangalore&id=4d423736313639343635"," Warehouse/ Godown for Resale in Rpc Layout, Vijayanagar, West Of Chord Road","2025-07-27T17:35:02.000Z",,"16500000","10312","₹","  Warehouse/ Godown is available for Sale in RPC Layout, Bangalore for 1.6 Crore(s)","This warehouse in the area of RPC Layout is spread over a super area of 1600 square feet. The ongoing rate for this warehouse is ₹1.65 Cr. For further details on this warehouse space for sale, the address is RPC Layout, Bangalore - Central, Karnataka.",,"19201|Prathik Tech Park","19202|Kvv Public School","19210|Bangalore City Juncion Railway Station",,,,,,,"12.9609596,77.53547414","Avinash v",,,,,,"North","2","Bangalore",,"Bangalore, Karnataka","1600",,"12800",,
